Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),label
8.33,1.92,0.0216,0.0379,1.92,0
8.34,1.89,0.00133,0.0188,1.89,0
8.34,1.87,-0.0253,-0.00253,1.87,0
8.34,1.85,-0.0477,-0.026,1.85,0
8.34,1.83,-0.07,-0.0483,1.83,0
8.34,1.81,-0.0913,-0.0739,1.81,0
8.35,1.79,-0.113,-0.0984,1.8,0
8.35,1.78,-0.135,-0.121,1.79,0
8.35,1.76,-0.158,-0.147,1.78,0
8.35,1.75,-0.181,-0.17,1.77,0
8.35,1.74,-0.2,-0.193,1.76,0
8.36,1.73,-0.217,-0.213,1.76,0
8.36,1.72,-0.234,-0.236,1.75,0
8.36,1.71,-0.248,-0.253,1.75,0
8.36,1.71,-0.263,-0.27,1.75,0
8.36,1.71,-0.273,-0.282,1.75,0
8.37,1.7,-0.276,-0.295,1.75,0
8.37,1.7,-0.271,-0.307,1.75,0
8.37,1.7,-0.27,-0.317,1.75,0
8.37,1.7,-0.269,-0.323,1.75,0
8.37,1.7,-0.269,-0.325,1.75,0
8.38,1.7,-0.272,-0.326,1.75,0
8.38,1.71,-0.271,-0.325,1.76,0
8.38,1.71,-0.265,-0.322,1.76,0
8.38,1.71,-0.259,-0.319,1.75,0
8.38,1.71,-0.252,-0.314,1.75,0
8.39,1.71,-0.247,-0.305,1.75,0
8.39,1.71,-0.236,-0.298,1.75,0
8.39,1.7,-0.226,-0.291,1.74,0
8.39,1.7,-0.213,-0.282,1.74,0
8.39,1.7,-0.2,-0.272,1.73,0
8.4,1.69,-0.185,-0.261,1.72,0
8.4,1.69,-0.167,-0.253,1.71,0
8.4,1.68,-0.151,-0.242,1.7,0
8.4,1.68,-0.138,-0.23,1.7,0
8.4,1.67,-0.124,-0.221,1.69,0
8.41,1.66,-0.109,-0.21,1.68,0
8.41,1.65,-0.0956,-0.197,1.67,0
8.41,1.65,-0.0786,-0.185,1.66,0
8.41,1.64,-0.0636,-0.173,1.65,0
8.41,1.63,-0.0477,-0.161,1.64,0
8.42,1.62,-0.0317,-0.148,1.63,0
8.42,1.61,-0.02,-0.139,1.62,0
8.42,1.6,-0.000799,-0.127,1.61,0
8.42,1.59,0.013,-0.117,1.59,0
8.42,1.58,0.0248,-0.108,1.58,0
8.43,1.57,0.0365,-0.101,1.57,0
8.43,1.56,0.0482,-0.0909,1.56,0
8.43,1.55,0.0535,-0.0846,1.55,0
8.43,1.54,0.0589,-0.0782,1.54,0
8.43,1.53,0.0631,-0.0728,1.53,0
8.44,1.52,0.0674,-0.0675,1.52,0
8.44,1.51,0.0706,-0.0654,1.51,0
8.44,1.5,0.0738,-0.0632,1.5,0
8.44,1.49,0.077,-0.0611,1.49,0
8.44,1.48,0.0823,-0.0632,1.49,0
8.45,1.47,0.0834,-0.0643,1.48,0
8.45,1.47,0.0876,-0.0654,1.47,0
8.45,1.46,0.0919,-0.0718,1.46,0
8.45,1.45,0.0961,-0.0782,1.45,0
8.45,1.44,0.0993,-0.0824,1.45,0
8.46,1.43,0.103,-0.0888,1.44,0
8.46,1.42,0.11,-0.0973,1.43,0
8.46,1.41,0.115,-0.105,1.42,0
8.46,1.4,0.122,-0.114,1.41,0
8.46,1.39,0.128,-0.122,1.4,0
8.47,1.38,0.134,-0.13,1.39,0
8.47,1.37,0.142,-0.139,1.38,0
8.47,1.35,0.145,-0.144,1.37,0
8.47,1.34,0.15,-0.152,1.36,0
8.47,1.33,0.155,-0.156,1.35,0
8.48,1.32,0.16,-0.159,1.34,0
8.48,1.31,0.165,-0.161,1.33,0
8.48,1.29,0.173,-0.166,1.32,0
8.48,1.29,0.181,-0.166,1.31,0
8.49,1.28,0.189,-0.163,1.3,0
8.49,1.27,0.201,-0.158,1.29,0
8.49,1.26,0.209,-0.153,1.29,0
8.49,1.25,0.217,-0.143,1.28,0
8.49,1.24,0.224,-0.134,1.27,0
8.5,1.24,0.23,-0.123,1.26,0
8.5,1.23,0.235,-0.112,1.26,0
8.5,1.22,0.239,-0.103,1.25,0
8.5,1.22,0.242,-0.0899,1.24,0
8.5,1.21,0.243,-0.0771,1.24,0
8.51,1.21,0.247,-0.0632,1.24,0
8.51,1.21,0.257,-0.0526,1.24,0
8.51,1.21,0.275,-0.0409,1.24,0
8.51,1.2,0.297,-0.0345,1.24,0
8.51,1.19,0.324,-0.0292,1.23,0
8.52,1.18,0.348,-0.026,1.23,0
8.52,1.17,0.37,-0.0238,1.23,0
8.52,1.16,0.387,-0.0206,1.22,0
8.52,1.15,0.405,-0.0185,1.22,0
8.52,1.14,0.425,-0.0164,1.22,0
8.53,1.13,0.446,-0.0142,1.22,0
8.53,1.13,0.467,-0.0121,1.22,0
8.53,1.12,0.485,-0.0121,1.22,0
8.53,1.11,0.505,-0.0132,1.22,0
8.53,1.1,0.524,-0.0153,1.22,0
8.54,1.09,0.549,-0.0174,1.22,0
8.54,1.08,0.575,-0.0174,1.22,0
8.54,1.07,0.612,-0.0217,1.23,0
8.54,1.05,0.65,-0.026,1.24,0
8.54,1.04,0.688,-0.0292,1.25,0
8.55,1.03,0.728,-0.0334,1.26,0
8.55,1.01,0.765,-0.0356,1.27,0
8.55,0.994,0.807,-0.0377,1.28,0
8.55,0.979,0.85,-0.0387,1.3,0
8.55,0.96,0.893,-0.0398,1.31,0
8.56,0.944,0.932,-0.0398,1.33,0
8.56,0.929,0.964,-0.0377,1.34,0
8.56,0.917,0.995,-0.0366,1.35,0
8.56,0.903,1.02,-0.0345,1.36,0
8.56,0.891,1.04,-0.0345,1.37,0
8.57,0.877,1.07,-0.0302,1.39,0
8.57,0.871,1.12,-0.0334,1.42,0
8.57,0.862,1.17,-0.0313,1.45,0
8.57,0.852,1.19,-0.0281,1.46,0
8.57,0.838,1.21,-0.027,1.47,0
8.58,0.824,1.21,-0.0249,1.47,0
8.58,0.807,1.22,-0.0249,1.46,0
8.58,0.791,1.22,-0.0217,1.46,0
8.58,0.773,1.23,-0.0206,1.45,0
8.58,0.742,1.23,-0.00892,1.44,0
8.59,0.725,1.23,-0.00146,1.43,0
8.59,0.708,1.22,0.00386,1.41,0
8.59,0.689,1.22,0.00599,1.4,0
8.59,0.673,1.22,0.0028,1.4,0
8.59,0.654,1.24,-0.00146,1.4,0
8.6,0.634,1.25,-0.00253,1.41,0
8.6,0.618,1.27,-0.0036,1.42,0
8.6,0.602,1.29,-0.00253,1.43,0
8.6,0.586,1.31,-0.00146,1.44,0
8.6,0.57,1.33,0.00173,1.45,0
8.61,0.553,1.36,0.0028,1.47,0
8.61,0.534,1.4,0.00386,1.5,0
8.61,0.509,1.44,0.0103,1.53,0
8.61,0.485,1.49,0.0188,1.57,0
8.61,0.464,1.54,0.0252,1.61,0
8.62,0.442,1.59,0.0305,1.66,0
8.62,0.416,1.65,0.0358,1.71,0
8.62,0.389,1.72,0.0401,1.77,0
8.62,0.362,1.79,0.0443,1.83,0
8.62,0.332,1.86,0.0486,1.89,0
8.63,0.304,1.94,0.0539,1.96,0
8.63,0.271,2.01,0.0603,2.03,0
8.63,0.238,2.07,0.0656,2.09,0
8.63,0.197,2.11,0.0731,2.13,0
8.63,0.154,2.14,0.0816,2.15,0
8.64,0.113,2.15,0.0923,2.15,0
8.64,0.0666,2.15,0.104,2.15,0
8.64,0.0272,2.13,0.115,2.14,0
8.64,-0.0112,2.11,0.13,2.11,0
8.64,-0.0463,2.08,0.148,2.09,0
8.65,-0.0826,2.06,0.163,2.07,0
8.65,-0.12,2.04,0.176,2.05,0
8.65,-0.156,2.03,0.186,2.04,0
8.65,-0.192,2.02,0.192,2.04,0
8.65,-0.225,2.01,0.196,2.04,0
8.66,-0.257,2.01,0.195,2.04,0
8.66,-0.29,2.01,0.192,2.04,0
8.66,-0.322,2.02,0.189,2.05,0
8.66,-0.349,2.03,0.182,2.06,0
8.66,-0.378,2.04,0.173,2.08,0
8.67,-0.403,2.05,0.166,2.1,0
8.67,-0.428,2.07,0.156,2.12,0
8.67,-0.45,2.08,0.149,2.14,0
8.67,-0.471,2.1,0.139,2.15,0
8.67,-0.493,2.11,0.132,2.17,0
8.68,-0.513,2.12,0.124,2.18,0
8.68,-0.53,2.13,0.119,2.2,0
8.68,-0.545,2.14,0.11,2.21,0
8.68,-0.563,2.16,0.0976,2.23,0
8.68,-0.581,2.17,0.088,2.25,0
8.69,-0.595,2.18,0.0795,2.26,0
8.69,-0.607,2.19,0.071,2.27,0
8.69,-0.616,2.19,0.0624,2.27,0
8.69,-0.625,2.19,0.0571,2.28,0
8.69,-0.629,2.19,0.0497,2.28,0
8.7,-0.638,2.19,0.0475,2.28,0
8.7,-0.639,2.19,0.0465,2.28,0
8.7,-0.64,2.18,0.0454,2.28,0
8.7,-0.641,2.18,0.0443,2.27,0
8.7,-0.636,2.17,0.0475,2.26,0
8.71,-0.632,2.16,0.0539,2.25,0
8.71,-0.626,2.15,0.0603,2.24,0
8.71,-0.614,2.13,0.0699,2.22,0
8.71,-0.601,2.12,0.0774,2.21,0
8.71,-0.59,2.11,0.088,2.19,0
8.72,-0.575,2.1,0.0987,2.18,0
8.72,-0.562,2.1,0.106,2.17,0
8.72,-0.548,2.1,0.114,2.17,0
8.72,-0.532,2.1,0.12,2.17,0
8.72,-0.514,2.1,0.124,2.17,0
8.73,-0.496,2.09,0.124,2.16,0
8.73,-0.478,2.09,0.126,2.15,0
8.73,-0.461,2.09,0.127,2.14,0
8.73,-0.443,2.09,0.124,2.14,0
8.73,-0.422,2.08,0.12,2.13,0
8.74,-0.403,2.07,0.117,2.12,0
8.74,-0.384,2.07,0.111,2.11,0
8.74,-0.363,2.06,0.105,2.09,0
8.74,-0.345,2.05,0.0976,2.08,0
8.74,-0.325,2.03,0.0901,2.06,0
8.75,-0.307,2.02,0.0827,2.04,0
8.75,-0.288,2.0,0.0742,2.02,0
8.75,-0.269,1.98,0.0646,1.99,0
8.75,-0.253,1.95,0.0539,1.96,0
8.75,-0.235,1.92,0.0433,1.93,0
8.76,-0.221,1.89,0.0348,1.9,0
8.76,-0.206,1.86,0.0241,1.87,0
8.76,-0.192,1.83,0.0166,1.84,0
8.76,-0.181,1.8,0.00706,1.81,0
8.76,-0.17,1.78,-0.000399,1.78,0
8.77,-0.161,1.75,-0.00786,1.76,0
8.77,-0.153,1.72,-0.0153,1.73,0
8.77,-0.145,1.69,-0.0217,1.7,0
8.77,-0.14,1.66,-0.027,1.67,0
8.77,-0.136,1.63,-0.0334,1.64,0
8.78,-0.134,1.59,-0.0398,1.6,0
8.78,-0.133,1.56,-0.0451,1.57,0
8.78,-0.132,1.53,-0.0494,1.53,0
8.78,-0.133,1.5,-0.0515,1.5,0
8.78,-0.135,1.46,-0.0569,1.47,0
8.79,-0.135,1.43,-0.0579,1.44,0
8.79,-0.138,1.4,-0.0601,1.41,0
8.79,-0.139,1.37,-0.0622,1.38,0
8.79,-0.143,1.35,-0.0643,1.36,0
8.79,-0.145,1.33,-0.0622,1.33,0
8.8,-0.151,1.29,-0.0569,1.3,0
8.8,-0.153,1.26,-0.0483,1.27,0
8.8,-0.156,1.24,-0.0377,1.25,0
8.8,-0.164,1.21,-0.0302,1.22,0
8.8,-0.168,1.2,-0.0228,1.21,0
8.81,-0.177,1.18,-0.0153,1.2,0
8.81,-0.184,1.18,-0.00786,1.19,0
8.81,-0.192,1.17,0.000666,1.18,0
8.81,-0.202,1.16,0.00812,1.18,0
8.81,-0.211,1.16,0.0166,1.18,0
8.82,-0.221,1.16,0.0241,1.18,0
8.82,-0.232,1.17,0.0326,1.19,0
8.82,-0.242,1.17,0.0401,1.2,0
8.82,-0.256,1.18,0.0486,1.21,0
8.82,-0.267,1.2,0.0582,1.23,0
8.83,-0.281,1.21,0.0678,1.24,0
8.83,-0.293,1.23,0.0763,1.27,0
8.83,-0.309,1.25,0.0869,1.29,0
8.83,-0.326,1.28,0.0944,1.32,0
8.83,-0.339,1.3,0.105,1.35,0
8.84,-0.354,1.33,0.113,1.38,0
8.84,-0.37,1.36,0.121,1.41,0
8.84,-0.385,1.39,0.131,1.44,0
8.84,-0.4,1.41,0.137,1.47,0
8.84,-0.415,1.44,0.143,1.5,0
8.85,-0.431,1.46,0.147,1.53,0
8.85,-0.446,1.49,0.149,1.56,0
8.85,-0.462,1.51,0.15,1.58,0
8.85,-0.477,1.53,0.149,1.61,0
8.85,-0.494,1.55,0.147,1.63,0
8.86,-0.51,1.56,0.143,1.65,0
8.86,-0.529,1.57,0.137,1.67,0
8.86,-0.547,1.58,0.132,1.68,0
8.86,-0.564,1.59,0.121,1.69,0
8.86,-0.584,1.59,0.109,1.7,0
8.87,-0.605,1.59,0.0944,1.7,0
8.87,-0.629,1.57,0.0784,1.7,0
8.87,-0.656,1.55,0.0571,1.69,0
8.87,-0.683,1.52,0.0348,1.67,0
8.87,-0.713,1.48,0.00919,1.65,0
8.88,-0.742,1.44,-0.0174,1.62,0
8.88,-0.775,1.39,-0.0462,1.6,0
8.88,-0.807,1.34,-0.075,1.57,0
8.88,-0.837,1.29,-0.105,1.54,0
8.88,-0.869,1.24,-0.131,1.52,0
8.89,-0.899,1.19,-0.158,1.5,0
8.89,-0.928,1.14,-0.18,1.48,0
8.89,-0.958,1.09,-0.201,1.47,0
8.89,-0.989,1.04,-0.218,1.45,0
8.89,-1.02,0.997,-0.236,1.45,0
8.9,-1.05,0.96,-0.25,1.45,0
8.9,-1.09,0.923,-0.262,1.45,0
8.9,-1.11,0.89,-0.272,1.45,0
8.9,-1.14,0.854,-0.278,1.45,0
8.9,-1.17,0.814,-0.277,1.45,0
8.91,-1.19,0.779,-0.277,1.45,0
8.91,-1.21,0.744,-0.276,1.44,0
8.91,-1.22,0.712,-0.277,1.44,0
8.91,-1.24,0.682,-0.276,1.44,0
8.91,-1.26,0.655,-0.279,1.45,0
8.92,-1.27,0.632,-0.284,1.45,0
8.92,-1.29,0.607,-0.29,1.45,0
8.92,-1.3,0.586,-0.298,1.46,0
8.92,-1.32,0.564,-0.307,1.47,0
8.92,-1.33,0.541,-0.319,1.47,0
8.93,-1.34,0.522,-0.335,1.48,0
8.93,-1.35,0.499,-0.35,1.48,0
8.93,-1.36,0.475,-0.367,1.48,0
8.93,-1.37,0.45,-0.386,1.49,0
8.93,-1.37,0.425,-0.407,1.49,0
8.94,-1.38,0.398,-0.428,1.5,0
8.94,-1.38,0.369,-0.451,1.5,0
8.94,-1.39,0.337,-0.475,1.5,0
8.94,-1.39,0.307,-0.502,1.51,0
8.94,-1.39,0.269,-0.528,1.51,0
8.95,-1.39,0.235,-0.552,1.52,0
8.95,-1.39,0.193,-0.582,1.52,0
8.95,-1.39,0.155,-0.61,1.53,0
8.95,-1.39,0.113,-0.637,1.54,0
8.95,-1.39,0.0748,-0.669,1.55,0
8.96,-1.39,0.0365,-0.701,1.56,0
8.96,-1.39,0.000266,-0.729,1.57,0
8.96,-1.39,-0.0306,-0.759,1.58,0
8.96,-1.39,-0.0519,-0.787,1.6,0
8.96,-1.39,-0.0722,-0.816,1.61,0
8.97,-1.39,-0.0903,-0.842,1.63,0
8.97,-1.39,-0.102,-0.866,1.64,0
8.97,-1.39,-0.114,-0.889,1.66,0
8.97,-1.4,-0.122,-0.912,1.67,0
8.97,-1.4,-0.128,-0.934,1.69,0
8.98,-1.41,-0.129,-0.952,1.71,0
8.98,-1.42,-0.129,-0.97,1.73,0
8.98,-1.44,-0.125,-0.985,1.75,0
8.98,-1.45,-0.121,-1.0,1.77,0
8.98,-1.47,-0.115,-1.01,1.79,0
8.99,-1.49,-0.112,-1.03,1.81,0
8.99,-1.51,-0.107,-1.03,1.83,0
8.99,-1.52,-0.104,-1.04,1.85,0
8.99,-1.55,-0.0999,-1.05,1.87,0
8.99,-1.56,-0.0967,-1.05,1.89,0
9.0,-1.58,-0.0935,-1.05,1.9,0
9.0,-1.59,-0.0871,-1.05,1.91,0
9.0,-1.6,-0.0807,-1.06,1.92,0
9.0,-1.61,-0.0764,-1.05,1.93,0
9.0,-1.62,-0.0754,-1.05,1.94,0
9.01,-1.63,-0.0775,-1.05,1.94,0
9.01,-1.64,-0.0796,-1.05,1.95,0
9.01,-1.65,-0.0903,-1.05,1.95,0
9.01,-1.65,-0.104,-1.04,1.96,0
9.01,-1.66,-0.122,-1.04,1.96,0
9.02,-1.66,-0.144,-1.04,1.96,0
9.02,-1.67,-0.169,-1.03,1.97,0
9.02,-1.67,-0.196,-1.03,1.97,0
9.02,-1.67,-0.228,-1.03,1.98,0
9.02,-1.67,-0.264,-1.03,1.98,0
9.03,-1.67,-0.302,-1.04,1.99,0
9.03,-1.67,-0.342,-1.04,2.0,0
9.03,-1.67,-0.385,-1.05,2.01,0
9.03,-1.66,-0.432,-1.06,2.02,0
9.03,-1.66,-0.482,-1.07,2.03,0
9.04,-1.65,-0.537,-1.08,2.04,0
9.04,-1.65,-0.593,-1.09,2.06,0
9.04,-1.64,-0.655,-1.1,2.08,0
9.04,-1.64,-0.717,-1.12,2.11,0
9.04,-1.63,-0.785,-1.13,2.13,0
9.05,-1.62,-0.851,-1.15,2.16,0
9.05,-1.62,-0.917,-1.17,2.2,0
9.05,-1.61,-0.979,-1.19,2.23,0
9.05,-1.61,-1.05,-1.21,2.27,0
9.05,-1.6,-1.11,-1.23,2.31,0
9.06,-1.6,-1.17,-1.25,2.34,0
9.06,-1.6,-1.24,-1.27,2.38,0
9.06,-1.59,-1.3,-1.3,2.43,0
9.06,-1.59,-1.36,-1.32,2.47,0
9.06,-1.59,-1.42,-1.34,2.52,0
9.07,-1.59,-1.47,-1.36,2.56,0
9.07,-1.59,-1.53,-1.39,2.61,0
9.07,-1.59,-1.59,-1.4,2.65,0
9.07,-1.6,-1.65,-1.43,2.7,0
9.07,-1.6,-1.71,-1.44,2.75,0
9.08,-1.6,-1.76,-1.45,2.79,0
9.08,-1.61,-1.81,-1.47,2.83,0
9.08,-1.61,-1.85,-1.48,2.87,0
9.08,-1.61,-1.89,-1.48,2.89,0
9.08,-1.61,-1.92,-1.49,2.91,0
9.09,-1.61,-1.94,-1.48,2.92,0
9.09,-1.6,-1.94,-1.48,2.92,0
9.09,-1.6,-1.94,-1.47,2.91,0
9.09,-1.6,-1.92,-1.46,2.89,0
9.09,-1.59,-1.88,-1.44,2.86,0
9.1,-1.59,-1.84,-1.42,2.81,0
9.1,-1.59,-1.79,-1.39,2.77,0
9.1,-1.6,-1.73,-1.36,2.72,0
9.1,-1.6,-1.68,-1.33,2.68,0
9.1,-1.62,-1.64,-1.28,2.64,0
9.11,-1.63,-1.59,-1.24,2.6,0
9.11,-1.65,-1.55,-1.2,2.56,0
9.11,-1.67,-1.5,-1.16,2.53,0
9.11,-1.7,-1.46,-1.11,2.5,0
9.11,-1.72,-1.42,-1.07,2.47,0
9.12,-1.75,-1.38,-1.02,2.45,0
9.12,-1.78,-1.35,-0.983,2.44,0
9.12,-1.81,-1.32,-0.942,2.43,0
9.12,-1.84,-1.29,-0.909,2.42,0
9.12,-1.87,-1.27,-0.872,2.42,0
9.13,-1.9,-1.25,-0.842,2.43,0
9.13,-1.93,-1.23,-0.812,2.43,0
9.13,-1.97,-1.22,-0.788,2.44,0
9.13,-2.0,-1.2,-0.764,2.45,0
9.13,-2.03,-1.18,-0.744,2.46,0
9.14,-2.06,-1.16,-0.726,2.48,0
9.14,-2.1,-1.14,-0.713,2.49,0
9.14,-2.13,-1.13,-0.702,2.51,0
9.14,-2.16,-1.11,-0.695,2.53,0
9.14,-2.2,-1.1,-0.693,2.55,0
9.15,-2.23,-1.09,-0.695,2.58,0
9.15,-2.26,-1.09,-0.697,2.61,0
9.15,-2.29,-1.09,-0.705,2.64,0
9.15,-2.33,-1.09,-0.716,2.67,0
9.15,-2.35,-1.1,-0.728,2.7,0
9.16,-2.39,-1.1,-0.743,2.73,0
9.16,-2.41,-1.11,-0.761,2.76,0
9.16,-2.44,-1.13,-0.778,2.8,0
9.16,-2.47,-1.14,-0.797,2.84,0
9.16,-2.5,-1.16,-0.817,2.87,0
9.17,-2.52,-1.17,-0.839,2.91,0
9.17,-2.55,-1.19,-0.859,2.94,0
9.17,-2.57,-1.21,-0.878,2.98,0
9.17,-2.6,-1.23,-0.901,3.01,0
9.17,-2.62,-1.25,-0.923,3.04,0
9.18,-2.64,-1.27,-0.942,3.08,0
9.18,-2.66,-1.28,-0.961,3.11,0
9.18,-2.68,-1.3,-0.98,3.14,0
9.18,-2.7,-1.32,-0.996,3.16,0
9.18,-2.71,-1.33,-1.01,3.19,0
9.19,-2.73,-1.34,-1.03,3.21,0
9.19,-2.74,-1.35,-1.04,3.23,0
9.19,-2.76,-1.36,-1.05,3.25,0
9.19,-2.77,-1.37,-1.07,3.27,0
9.19,-2.79,-1.38,-1.08,3.29,0
9.2,-2.8,-1.4,-1.08,3.31,0
9.2,-2.81,-1.41,-1.09,3.32,0
9.2,-2.82,-1.42,-1.1,3.34,0
9.2,-2.83,-1.43,-1.1,3.36,0
9.2,-2.84,-1.45,-1.1,3.37,0
9.21,-2.84,-1.46,-1.1,3.38,0
9.21,-2.84,-1.47,-1.1,3.39,0
9.21,-2.85,-1.48,-1.1,3.39,0
9.21,-2.85,-1.49,-1.1,3.4,0
9.21,-2.84,-1.5,-1.09,3.4,0
9.22,-2.84,-1.51,-1.09,3.4,0
9.22,-2.84,-1.53,-1.08,3.4,0
9.22,-2.83,-1.54,-1.07,3.39,0
9.22,-2.81,-1.55,-1.04,3.38,0
9.22,-2.8,-1.57,-1.01,3.37,0
9.23,-2.79,-1.6,-0.978,3.36,0
9.23,-2.77,-1.6,-0.946,3.34,0
9.23,-2.75,-1.59,-0.908,3.3,0
9.23,-2.72,-1.58,-0.867,3.27,0
9.23,-2.7,-1.58,-0.829,3.23,0
9.24,-2.68,-1.56,-0.789,3.2,0
9.24,-2.65,-1.54,-0.747,3.15,0
9.24,-2.62,-1.51,-0.707,3.1,0
9.24,-2.59,-1.49,-0.661,3.05,0
9.24,-2.55,-1.45,-0.617,3.0,0
9.25,-2.52,-1.42,-0.573,2.95,0
9.25,-2.48,-1.38,-0.53,2.89,0
9.25,-2.44,-1.35,-0.487,2.83,0
9.25,-2.4,-1.32,-0.448,2.78,0
9.25,-2.36,-1.29,-0.406,2.72,0
9.26,-2.32,-1.26,-0.369,2.66,0
9.26,-2.28,-1.23,-0.332,2.61,0
9.26,-2.24,-1.2,-0.295,2.55,0
9.26,-2.19,-1.18,-0.265,2.5,0
9.26,-2.14,-1.16,-0.235,2.45,0
9.27,-2.1,-1.14,-0.206,2.4,0
9.27,-2.05,-1.12,-0.179,2.34,0
9.27,-2.0,-1.1,-0.155,2.29,0
9.27,-1.95,-1.09,-0.129,2.23,0
9.27,-1.9,-1.07,-0.107,2.18,0
9.28,-1.84,-1.05,-0.0867,2.12,0
9.28,-1.79,-1.04,-0.0675,2.07,0
9.28,-1.73,-1.03,-0.0494,2.02,0
9.28,-1.68,-1.02,-0.0313,1.96,0
9.28,-1.62,-1.01,-0.0185,1.91,0
9.29,-1.56,-1.0,-0.0036,1.86,0
9.29,-1.5,-0.999,0.00812,1.8,0
9.29,-1.44,-0.993,0.023,1.75,0
9.29,-1.39,-0.987,0.0316,1.7,0
9.29,-1.33,-0.98,0.039,1.65,0
9.3,-1.27,-0.976,0.0497,1.6,0
9.3,-1.21,-0.972,0.055,1.55,0
9.3,-1.15,-0.97,0.0593,1.51,0
9.3,-1.09,-0.971,0.0635,1.46,0
9.3,-1.04,-0.976,0.0646,1.43,0
9.31,-0.984,-0.98,0.0656,1.39,0
9.31,-0.93,-0.988,0.0656,1.36,0
9.31,-0.876,-0.997,0.0635,1.33,0
9.31,-0.823,-1.01,0.0614,1.3,0
9.31,-0.772,-1.03,0.0571,1.28,0
9.32,-0.721,-1.05,0.0507,1.27,0
9.32,-0.669,-1.07,0.0422,1.26,0
9.32,-0.618,-1.09,0.0337,1.26,0
9.32,-0.567,-1.12,0.0209,1.26,0
9.32,-0.515,-1.16,0.00919,1.27,0
9.33,-0.463,-1.19,-0.00573,1.28,0
9.33,-0.413,-1.23,-0.0196,1.3,0
9.33,-0.361,-1.28,-0.0366,1.33,0
9.33,-0.312,-1.33,-0.0537,1.37,0
9.33,-0.26,-1.38,-0.0718,1.41,0
9.34,-0.21,-1.44,-0.0899,1.46,0
9.34,-0.161,-1.5,-0.11,1.51,0
9.34,-0.113,-1.56,-0.129,1.57,0
9.34,-0.0666,-1.63,-0.148,1.63,0
9.34,-0.0197,-1.69,-0.168,1.7,0
9.35,0.0261,-1.75,-0.189,1.76,0
9.35,0.0687,-1.81,-0.21,1.82,0
9.35,0.112,-1.87,-0.23,1.88,0
9.35,0.154,-1.92,-0.253,1.95,0
9.35,0.195,-1.98,-0.276,2.01,0
9.36,0.233,-2.03,-0.3,2.07,0
9.36,0.272,-2.08,-0.322,2.12,0
9.36,0.306,-2.13,-0.347,2.17,0
9.36,0.341,-2.17,-0.372,2.23,0
9.36,0.373,-2.21,-0.399,2.28,0
9.37,0.403,-2.25,-0.426,2.32,0
9.37,0.413,-2.25,-0.456,2.33,0
9.37,0.418,-2.24,-0.489,2.33,0
9.37,0.418,-2.24,-0.521,2.34,0
9.37,0.419,-2.25,-0.553,2.35,0
9.38,0.422,-2.27,-0.581,2.38,0
9.38,0.423,-2.31,-0.607,2.42,0
9.38,0.424,-2.33,-0.632,2.46,0
9.38,0.423,-2.36,-0.654,2.49,0
9.38,0.421,-2.38,-0.674,2.51,0
9.39,0.416,-2.4,-0.696,2.53,0
9.39,0.407,-2.41,-0.718,2.55,0
9.39,0.394,-2.42,-0.739,2.56,0
9.39,0.38,-2.42,-0.76,2.56,0
9.39,0.365,-2.42,-0.779,2.57,0
9.4,0.35,-2.43,-0.795,2.58,0
9.4,0.337,-2.44,-0.808,2.59,0
9.4,0.322,-2.45,-0.817,2.6,0
9.4,0.309,-2.46,-0.823,2.62,0
9.4,0.299,-2.48,-0.826,2.63,0
9.41,0.291,-2.5,-0.825,2.65,0
9.41,0.286,-2.52,-0.818,2.66,0
9.41,0.281,-2.54,-0.815,2.68,0
9.41,0.276,-2.55,-0.807,2.69,0
9.41,0.275,-2.57,-0.796,2.7,0
9.42,0.273,-2.58,-0.784,2.71,0
9.42,0.279,-2.6,-0.769,2.72,0
9.42,0.279,-2.61,-0.752,2.73,0
9.42,0.284,-2.63,-0.73,2.74,0
9.42,0.29,-2.65,-0.707,2.75,0
9.43,0.297,-2.66,-0.681,2.76,0
9.43,0.303,-2.68,-0.652,2.77,0
9.43,0.313,-2.69,-0.624,2.78,0
9.43,0.322,-2.7,-0.589,2.78,0
9.43,0.332,-2.7,-0.558,2.78,0
9.44,0.341,-2.7,-0.523,2.77,0
9.44,0.35,-2.7,-0.487,2.76,0
9.44,0.362,-2.69,-0.453,2.75,0
9.44,0.371,-2.69,-0.416,2.75,0
9.45,0.383,-2.69,-0.375,2.74,0
9.45,0.395,-2.69,-0.339,2.74,0
9.45,0.407,-2.69,-0.303,2.74,0
9.45,0.424,-2.69,-0.266,2.74,0
9.45,0.44,-2.69,-0.232,2.74,0
9.46,0.454,-2.69,-0.197,2.73,0
9.46,0.472,-2.68,-0.167,2.73,0
9.46,0.492,-2.67,-0.138,2.72,0
9.46,0.509,-2.67,-0.115,2.72,0
9.46,0.53,-2.66,-0.0941,2.72,0
9.47,0.548,-2.65,-0.0728,2.71,0
9.47,0.568,-2.64,-0.0547,2.7,0
9.47,0.589,-2.64,-0.0398,2.7,0
9.47,0.607,-2.63,-0.026,2.7,0
9.47,0.626,-2.64,-0.0111,2.71,0
9.48,0.643,-2.64,0.000666,2.72,0
9.48,0.66,-2.64,0.0124,2.72,0
9.48,0.675,-2.64,0.0209,2.72,0
9.48,0.689,-2.64,0.0284,2.73,0
