Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s),label
15.4,0.0261,0.0375,0.00493,0.046,0
15.4,0.0282,0.0365,0.00386,0.0463,0
15.4,0.0272,0.0354,0.00173,0.0447,0
15.4,0.0293,0.0344,0.00173,0.0452,0
15.4,0.0304,0.0322,-0.000399,0.0443,0
15.4,0.0304,0.029,-0.00253,0.0421,0
15.4,0.0325,0.0269,-0.00253,0.0423,0
15.4,0.0325,0.0258,-0.00573,0.0419,0
15.4,0.0336,0.0216,-0.00679,0.0405,0
15.4,0.0346,0.0216,-0.0121,0.0426,0
15.4,0.0357,0.0184,-0.0121,0.0419,0
15.5,0.0378,0.013,-0.0142,0.0425,0
15.5,0.0389,0.00879,-0.0153,0.0427,0
15.5,0.0389,0.00772,-0.0174,0.0433,0
15.5,0.0399,0.00453,-0.0174,0.0438,0
15.5,0.0389,0.000266,-0.0185,0.0431,0
15.5,0.0368,-0.00186,-0.0164,0.0403,0
15.5,0.0346,-0.00506,-0.0196,0.0401,0
15.5,0.0325,-0.00506,-0.0185,0.0377,0
15.5,0.0282,-0.00719,-0.0196,0.0351,0
15.5,0.0229,-0.00826,-0.0164,0.0293,0
15.5,0.0186,-0.00826,-0.0185,0.0275,0
15.5,0.0133,-0.00719,-0.0174,0.0231,0
15.5,0.00799,-0.00506,-0.0153,0.018,0
15.5,0.00266,-0.00293,-0.0142,0.0148,0
15.5,-0.00373,-0.00186,-0.0132,0.0138,0
15.5,-0.0101,0.00346,-0.0142,0.0178,0
15.5,-0.0144,0.00666,-0.0132,0.0206,0
15.5,-0.0197,0.0109,-0.0132,0.0261,0
15.5,-0.025,0.0152,-0.0121,0.0317,0
15.5,-0.0282,0.0173,-0.0132,0.0356,0
15.5,-0.0293,0.0216,-0.0142,0.0391,0
15.5,-0.0304,0.0258,-0.0132,0.042,0
15.5,-0.0314,0.028,-0.0121,0.0438,0
15.5,-0.0304,0.0269,-0.0111,0.042,0
15.5,-0.0314,0.028,-0.0121,0.0438,0
15.5,-0.0293,0.0301,-0.0121,0.0437,0
15.5,-0.0282,0.0301,-0.0142,0.0437,0
15.5,-0.0261,0.029,-0.0132,0.0412,0
15.5,-0.0218,0.029,-0.0132,0.0386,0
15.5,-0.0197,0.029,-0.0121,0.0371,0
15.5,-0.0186,0.0269,-0.0121,0.0349,0
15.5,-0.0154,0.0301,-0.0132,0.0363,0
15.5,-0.0112,0.028,-0.0111,0.0321,0
15.5,-0.0101,0.0269,-0.00999,0.0304,0
15.5,-0.00799,0.0258,-0.00892,0.0285,0
15.5,-0.00799,0.0269,-0.00466,0.0284,0
15.5,-0.00479,0.0269,-0.00253,0.0274,0
15.5,-0.00373,0.029,-0.000399,0.0293,0
15.5,-0.00586,0.029,0.00173,0.0297,0
15.5,-0.00373,0.0322,0.00493,0.0328,0
15.5,-0.00479,0.0322,0.00493,0.0329,0
15.5,-0.00479,0.0333,0.00919,0.0349,0
15.5,-0.00586,0.0354,0.0103,0.0373,0
15.5,-0.00586,0.0344,0.0113,0.0366,0
15.5,-0.00479,0.0344,0.0134,0.0372,0
15.5,-0.00373,0.0344,0.0156,0.0379,0
15.5,-0.00586,0.0322,0.0156,0.0363,0
15.5,-0.00479,0.029,0.0156,0.0333,0
15.5,-0.00586,0.0258,0.0156,0.0307,0
15.5,-0.00586,0.0248,0.0156,0.0298,0
15.6,-0.00586,0.0205,0.0156,0.0264,0
15.6,-0.00799,0.0194,0.0134,0.025,0
15.6,-0.0101,0.0152,0.0124,0.022,0
15.6,-0.00905,0.0141,0.0103,0.0197,0
15.6,-0.0123,0.012,0.0113,0.0205,0
15.6,-0.0123,0.00666,0.00812,0.0161,0
15.6,-0.0112,0.00772,0.00706,0.0153,0
15.6,-0.0123,0.0024,0.00706,0.0143,0
15.6,-0.0144,-0.000799,0.00493,0.0152,0
15.6,-0.0144,-0.00506,0.00599,0.0164,0
15.6,-0.0176,-0.0104,0.00599,0.0213,0
15.6,-0.0186,-0.0157,0.00386,0.0247,0
15.6,-0.0165,-0.021,0.00493,0.0272,0
15.6,-0.0186,-0.0253,0.00386,0.0317,0
15.6,-0.0165,-0.0306,0.0028,0.0349,0
15.6,-0.0154,-0.036,0.00386,0.0393,0
15.6,-0.0133,-0.0391,0.0028,0.0414,0
15.6,-0.0133,-0.0455,0.0028,0.0475,0
15.6,-0.0112,-0.0487,0.00386,0.0502,0
15.6,-0.0123,-0.053,0.00173,0.0544,0
15.6,-0.0112,-0.0551,0.00386,0.0564,0
15.6,-0.0123,-0.0594,0.0028,0.0607,0
15.6,-0.0101,-0.0605,0.00386,0.0614,0
15.6,-0.0123,-0.0658,0.00386,0.067,0
15.6,-0.0133,-0.0658,0.00173,0.0671,0
15.6,-0.0133,-0.0658,0.00386,0.0672,0
15.6,-0.0154,-0.0668,0.00386,0.0687,0
15.6,-0.0176,-0.069,0.00173,0.0712,0
15.6,-0.0186,-0.07,0.000666,0.0725,0
15.6,-0.0208,-0.0732,0.000666,0.0761,0
15.6,-0.025,-0.0732,-0.00146,0.0774,0
15.6,-0.0272,-0.0754,-0.0036,0.0802,0
15.6,-0.0304,-0.0743,-0.00466,0.0804,0
15.6,-0.0336,-0.0732,-0.00573,0.0808,0
15.6,-0.0357,-0.0679,-0.00573,0.0769,0
15.6,-0.0389,-0.0647,-0.00466,0.0756,0
15.6,-0.0399,-0.0605,-0.0036,0.0725,0
15.6,-0.041,-0.0562,-0.0036,0.0697,0
15.6,-0.0431,-0.0498,-0.00146,0.0659,0
15.6,-0.0431,-0.0466,-0.000399,0.0635,0
15.6,-0.0431,-0.0423,0.00493,0.0607,0
15.6,-0.041,-0.0413,0.00493,0.0584,0
15.6,-0.0399,-0.0391,0.00706,0.0564,0
15.6,-0.0368,-0.0349,0.00812,0.0513,0
15.6,-0.0336,-0.036,0.0103,0.0502,0
15.6,-0.0304,-0.036,0.0103,0.0482,0
15.6,-0.025,-0.037,0.0113,0.0461,0
15.6,-0.0197,-0.0349,0.0113,0.0416,0
15.6,-0.0154,-0.0349,0.0103,0.0395,0
15.6,-0.0112,-0.0328,0.0103,0.0361,0
15.7,-0.00479,-0.0338,0.00812,0.0351,0
15.7,0.000533,-0.0338,0.00706,0.0346,0
15.7,0.00586,-0.0338,0.00706,0.035,0
15.7,0.0101,-0.0317,0.00386,0.0335,0
15.7,0.0144,-0.0306,0.00173,0.0339,0
15.7,0.0197,-0.0296,0.000666,0.0355,0
15.7,0.0229,-0.0296,-0.00253,0.0375,0
15.7,0.025,-0.0264,-0.0036,0.0365,0
15.7,0.0272,-0.0232,-0.00573,0.0362,0
15.7,0.0293,-0.0242,-0.00786,0.0388,0
15.7,0.0304,-0.0232,-0.00999,0.0395,0
15.7,0.0293,-0.0232,-0.0121,0.0393,0
15.7,0.0293,-0.021,-0.0142,0.0388,0
15.7,0.0261,-0.0189,-0.0153,0.0357,0
15.7,0.0261,-0.02,-0.0185,0.0377,0
15.7,0.024,-0.0189,-0.0174,0.0352,0
15.7,0.0197,-0.0157,-0.0174,0.0307,0
15.7,0.0197,-0.0125,-0.0164,0.0285,0
15.7,0.0154,-0.0104,-0.0153,0.0241,0
15.7,0.0112,-0.00932,-0.0132,0.0196,0
15.7,0.00905,-0.00399,-0.0121,0.0156,0
15.7,0.00586,-0.00186,-0.00892,0.0108,0
15.7,0.0016,-0.00186,-0.00679,0.00722,0
15.7,-0.0016,-0.000799,-0.00253,0.0031,0
15.7,-0.00479,0.00133,-0.00253,0.00558,0
15.7,-0.00799,0.0024,0.000666,0.00837,0
15.7,-0.00905,0.000266,0.00173,0.00922,0
15.7,-0.0112,0.000266,0.0028,0.0115,0
15.7,-0.0112,-0.00293,0.00493,0.0126,0
15.7,-0.0112,-0.00399,0.00493,0.0129,0
15.7,-0.0112,-0.00613,0.00386,0.0133,0
15.7,-0.0101,-0.00932,0.00386,0.0143,0
15.7,-0.00586,-0.00719,0.00386,0.01,0
15.7,-0.00692,-0.00826,0.00493,0.0118,0
15.7,-0.00266,-0.00826,0.00386,0.0095,0
15.7,-0.00266,-0.00719,0.00386,0.00859,0
15.7,-0.000533,-0.00613,0.00386,0.00726,0
15.7,0.0016,-0.00826,0.00599,0.0103,0
15.7,0.00373,-0.00613,0.0028,0.0077,0
15.7,0.00479,-0.00613,0.00173,0.00797,0
15.7,0.00692,-0.00399,0.000666,0.00802,0
15.7,0.00905,-0.00186,-0.000399,0.00925,0
15.7,0.0112,-0.00186,-0.00146,0.0114,0
15.7,0.0133,-0.000799,-0.0036,0.0138,0
15.7,0.0154,-0.000799,-0.00253,0.0157,0
15.7,0.0186,-0.000799,-0.0036,0.019,0
15.7,0.0229,-0.000799,-0.00573,0.0236,0
15.7,0.0261,-0.00186,-0.00573,0.0268,0
15.7,0.0261,-0.00399,-0.00786,0.0275,0
15.8,0.0282,-0.00399,-0.00786,0.0296,0
15.8,0.0293,-0.00613,-0.00892,0.0312,0
15.8,0.0272,-0.00613,-0.00892,0.0292,0
15.8,0.0272,-0.00613,-0.0111,0.03,0
15.8,0.025,-0.00719,-0.00999,0.0279,0
15.8,0.0218,-0.00719,-0.0111,0.0255,0
15.8,0.0165,-0.00613,-0.00892,0.0197,0
15.8,0.0133,-0.00506,-0.00999,0.0174,0
15.8,0.00905,-0.000799,-0.00679,0.0113,0
15.8,0.00586,0.000266,-0.00679,0.00897,0
15.8,0.0016,-0.000799,-0.00573,0.006,0
15.8,-0.0016,-0.00186,-0.00679,0.00722,0
15.8,-0.00373,-0.00293,-0.00573,0.00743,0
15.8,-0.0101,-0.00293,-0.00679,0.0125,0
15.8,-0.0144,-0.00293,-0.00573,0.0158,0
15.8,-0.0133,-0.00293,-0.00573,0.0148,0
15.8,-0.0133,-0.00186,-0.00786,0.0156,0
15.8,-0.0144,-0.00399,-0.00573,0.016,0
15.8,-0.0133,-0.00399,-0.00573,0.015,0
15.8,-0.0144,-0.00613,-0.00679,0.017,0
15.8,-0.00905,-0.00826,-0.00466,0.0131,0
15.8,-0.00799,-0.00932,-0.0036,0.0128,0
15.8,-0.00692,-0.0104,-0.0036,0.013,0
15.8,-0.00479,-0.0115,-0.00146,0.0125,0
15.8,-0.00373,-0.0146,-0.00253,0.0153,0
15.8,-0.000533,-0.0146,-0.00253,0.0149,0
15.8,0.000533,-0.0146,-0.000399,0.0147,0
15.8,0.0016,-0.0146,-0.000399,0.0147,0
15.8,-0.0016,-0.0157,0.000666,0.0158,0
15.8,0.000533,-0.0136,-0.000399,0.0136,0
15.8,-0.000533,-0.0125,0.000666,0.0125,0
15.8,-0.0016,-0.0115,-0.000399,0.0116,0
15.8,-0.00373,-0.0104,-0.000399,0.011,0
15.8,-0.00692,-0.00932,-0.000399,0.0116,0
15.8,-0.00799,-0.00826,-0.00146,0.0116,0
15.8,-0.0101,-0.00826,-0.00146,0.0131,0
15.8,-0.0112,-0.00719,-0.0036,0.0138,0
15.8,-0.0133,-0.00613,-0.00466,0.0154,0
15.8,-0.0165,-0.00613,-0.00466,0.0182,0
15.8,-0.0197,-0.00399,-0.00573,0.0209,0
15.8,-0.0218,-0.00719,-0.00573,0.0237,0
15.8,-0.0229,-0.00613,-0.00679,0.0247,0
15.8,-0.024,-0.00506,-0.00679,0.0254,0
15.8,-0.0229,-0.00719,-0.00679,0.0249,0
15.8,-0.0229,-0.00826,-0.00573,0.025,0
15.8,-0.0218,-0.00826,-0.00466,0.0238,0
15.8,-0.0208,-0.0115,-0.0036,0.024,0
15.8,-0.0208,-0.0136,-0.0036,0.0251,0
15.8,-0.0186,-0.0146,-0.00253,0.0238,0
15.8,-0.0154,-0.0189,-0.00146,0.0245,0
15.9,-0.0144,-0.0178,0.000666,0.0229,0
15.9,-0.0112,-0.021,0.0028,0.024,0
15.9,-0.0101,-0.0242,0.00386,0.0265,0
15.9,-0.00799,-0.0232,0.00599,0.0252,0
15.9,-0.00586,-0.021,0.00706,0.023,0
15.9,-0.00586,-0.02,0.00812,0.0223,0
15.9,-0.00692,-0.02,0.0103,0.0235,0
15.9,-0.00479,-0.0178,0.0124,0.0222,0
15.9,-0.00692,-0.0168,0.0124,0.022,0
15.9,-0.00586,-0.0168,0.0103,0.0205,0
15.9,-0.00692,-0.0178,0.0113,0.0222,0
15.9,-0.00692,-0.0189,0.0103,0.0226,0
15.9,-0.00692,-0.0221,0.00599,0.0239,0
15.9,-0.0112,-0.0232,0.00599,0.0264,0
15.9,-0.0133,-0.0232,0.0028,0.0269,0
15.9,-0.0144,-0.0232,-0.000399,0.0273,0
15.9,-0.0165,-0.0242,-0.00253,0.0294,0
15.9,-0.0208,-0.0232,-0.00466,0.0315,0
15.9,-0.024,-0.0189,-0.00679,0.0313,0
15.9,-0.0282,-0.0157,-0.00573,0.0328,0
15.9,-0.0304,-0.0115,-0.00892,0.0337,0
15.9,-0.0325,-0.00932,-0.00892,0.035,0
15.9,-0.0368,-0.00613,-0.00679,0.0379,0
15.9,-0.0389,-0.00506,-0.00786,0.04,0
15.9,-0.0389,-0.00293,-0.00892,0.04,0
15.9,-0.0389,-0.00506,-0.00999,0.0405,0
15.9,-0.0399,-0.00506,-0.00999,0.0415,0
15.9,-0.0378,-0.00506,-0.00999,0.0394,0
15.9,-0.0346,-0.00719,-0.0111,0.037,0
15.9,-0.0293,-0.0104,-0.0111,0.033,0
15.9,-0.024,-0.0115,-0.00999,0.0284,0
15.9,-0.0186,-0.0125,-0.0121,0.0255,0
15.9,-0.0144,-0.0146,-0.0132,0.0244,0
15.9,-0.00905,-0.0157,-0.0121,0.0218,0
15.9,-0.0016,-0.0189,-0.0111,0.022,0
15.9,0.00479,-0.021,-0.00999,0.0238,0
15.9,0.0112,-0.0221,-0.00892,0.0263,0
15.9,0.0154,-0.021,-0.00786,0.0273,0
15.9,0.0208,-0.0232,-0.00892,0.0324,0
15.9,0.025,-0.0221,-0.00573,0.0339,0
15.9,0.0282,-0.0221,-0.00573,0.0363,0
15.9,0.0293,-0.02,-0.00573,0.0359,0
15.9,0.0336,-0.0178,-0.00466,0.0383,0
15.9,0.0336,-0.0146,-0.00253,0.0367,0
15.9,0.0357,-0.00932,-0.00253,0.037,0
15.9,0.0336,-0.00506,-0.00253,0.034,0
15.9,0.0336,-0.00186,-0.00146,0.0336,0
15.9,0.0325,0.00133,-0.00146,0.0325,0
15.9,0.0314,0.00666,0.000666,0.0321,0
15.9,0.0304,0.00879,0.00173,0.0317,0
16.0,0.0282,0.012,0.000666,0.0307,0
16.0,0.0272,0.0162,-0.000399,0.0317,0
16.0,0.025,0.0162,0.000666,0.0298,0
16.0,0.025,0.0173,0.000666,0.0304,0
16.0,0.0229,0.0173,0.000666,0.0287,0
16.0,0.0218,0.0152,-0.000399,0.0266,0
16.0,0.0197,0.0152,-0.00146,0.0249,0
16.0,0.0186,0.012,-0.00146,0.0222,0
16.0,0.0144,0.012,-0.00146,0.0188,0
16.0,0.0144,0.0109,-0.00146,0.0181,0
16.0,0.0112,0.00985,-0.000399,0.0149,0
16.0,0.00905,0.0109,0.0028,0.0145,0
16.0,0.00692,0.012,0.00386,0.0144,0
16.0,0.00692,0.0141,0.00599,0.0168,0
16.0,0.00479,0.0162,0.00599,0.018,0
16.0,0.00266,0.0162,0.00706,0.0179,0
16.0,-0.00266,0.0173,0.00812,0.0193,0
16.0,-0.00479,0.0184,0.0103,0.0216,0
16.0,-0.00692,0.0205,0.0113,0.0244,0
16.0,-0.0101,0.0194,0.0113,0.0247,0
16.0,-0.0123,0.0173,0.0113,0.024,0
16.0,-0.0165,0.0162,0.0145,0.0273,0
16.0,-0.0176,0.0141,0.0124,0.0257,0
16.0,-0.0208,0.012,0.0103,0.0261,0
16.0,-0.0229,0.0109,0.0103,0.0274,0
16.0,-0.025,0.00772,0.0103,0.0281,0
16.0,-0.0261,0.00666,0.0113,0.0292,0
16.0,-0.0272,0.00453,0.0103,0.0294,0
16.0,-0.0293,0.00346,0.00919,0.0309,0
16.0,-0.0282,0.00133,0.00812,0.0294,0
16.0,-0.0282,0.000266,0.00812,0.0294,0
16.0,-0.0293,-0.00293,0.00812,0.0305,0
16.0,-0.0293,-0.00293,0.00599,0.03,0
16.0,-0.025,-0.00506,0.00706,0.0265,0
16.0,-0.025,-0.00613,0.00493,0.0262,0
16.0,-0.0229,-0.00719,0.00386,0.0243,0
16.0,-0.0197,-0.00719,0.00386,0.0213,0
16.0,-0.0165,-0.0104,0.0028,0.0197,0
16.0,-0.0123,-0.0115,0.000666,0.0168,0
16.0,-0.0101,-0.00932,0.000666,0.0138,0
16.0,-0.00586,-0.0146,0.000666,0.0158,0
16.0,-0.00373,-0.0146,0.000666,0.0151,0
16.0,-0.0016,-0.0168,-0.00146,0.0169,0
16.0,0.00266,-0.0189,-0.00146,0.0192,0
16.0,0.00479,-0.021,0.000666,0.0216,0
16.0,0.00692,-0.0178,-0.00146,0.0192,0
16.0,0.00799,-0.0189,-0.000399,0.0205,0
16.0,0.00799,-0.0189,-0.000399,0.0205,0
16.0,0.00586,-0.0189,-0.000399,0.0198,0
16.0,0.00479,-0.0178,-0.00146,0.0185,0
16.1,0.0016,-0.0136,-0.000399,0.0137,0
16.1,0.0016,-0.0104,-0.00146,0.0106,0
16.1,-0.00266,-0.00932,-0.00146,0.0098,0
16.1,-0.00586,-0.00506,0.000666,0.00777,0
16.1,-0.00586,-0.00293,-0.00146,0.00671,0
16.1,-0.0101,-0.000799,-0.00253,0.0105,0
16.1,-0.0144,-0.00186,-0.00146,0.0146,0
16.1,-0.0154,-0.00186,-0.000399,0.0156,0
16.1,-0.0186,-0.00399,-0.00146,0.0191,0
16.1,-0.0197,-0.00613,-0.0036,0.0209,0
16.1,-0.024,-0.00932,-0.00466,0.0261,0
16.1,-0.0261,-0.0115,-0.0036,0.0287,0
16.1,-0.0282,-0.0168,-0.00573,0.0333,0
16.1,-0.0304,-0.02,-0.00466,0.0366,0
16.1,-0.0314,-0.02,-0.00573,0.0377,0
16.1,-0.0336,-0.0242,-0.00573,0.0418,0
16.1,-0.0336,-0.0253,-0.00573,0.0424,0
16.1,-0.0346,-0.0264,-0.0036,0.0437,0
16.1,-0.0368,-0.0285,-0.00466,0.0467,0
16.1,-0.0378,-0.0296,-0.00253,0.0481,0
16.1,-0.0378,-0.0296,-0.00253,0.0481,0
16.1,-0.0378,-0.0296,-0.00146,0.048,0
16.1,-0.0399,-0.0285,-0.000399,0.0491,0
16.1,-0.0399,-0.0264,0.00173,0.0479,0
16.1,-0.041,-0.0264,0.0028,0.0488,0
16.1,-0.041,-0.0242,0.0028,0.0477,0
16.1,-0.0431,-0.0242,0.00599,0.0498,0
16.1,-0.0421,-0.0242,0.00599,0.0489,0
16.1,-0.0431,-0.0221,0.00493,0.0487,0
16.1,-0.0453,-0.021,0.00706,0.0504,0
16.1,-0.0453,-0.021,0.00706,0.0504,0
16.1,-0.0453,-0.0189,0.00599,0.0494,0
16.1,-0.0463,-0.0178,0.00599,0.05,0
16.1,-0.0474,-0.0157,0.00386,0.0501,0
16.1,-0.0485,-0.0125,0.00493,0.0503,0
16.1,-0.0485,-0.00932,0.00599,0.0497,0
16.1,-0.0474,-0.00613,0.00599,0.0482,0
16.1,-0.0485,-0.00399,0.00493,0.0489,0
16.1,-0.0463,-0.00506,0.00493,0.0469,0
16.1,-0.0442,-0.00399,0.00599,0.0448,0
16.1,-0.0431,-0.00186,0.00599,0.0436,0
16.1,-0.0431,0.000266,0.00599,0.0436,0
16.1,-0.0389,-0.00186,0.00706,0.0396,0
16.1,-0.0357,-0.00293,0.00493,0.0361,0
16.1,-0.0325,-0.00399,0.00599,0.0333,0
16.1,-0.0293,-0.00506,0.00493,0.0301,0
16.1,-0.0282,-0.00826,0.00493,0.0298,0
16.1,-0.0229,-0.00932,0.00493,0.0252,0
16.1,-0.0197,-0.0136,0.00386,0.0242,0
16.1,-0.0165,-0.0157,0.00386,0.0231,0
16.2,-0.0154,-0.0168,0.00493,0.0233,0
16.2,-0.0144,-0.0168,0.00386,0.0224,0
16.2,-0.0112,-0.0178,0.00386,0.0214,0
16.2,-0.0123,-0.02,0.00386,0.0237,0
16.2,-0.0101,-0.0221,0.00599,0.025,0
16.2,-0.00905,-0.0221,0.00599,0.0246,0
16.2,-0.0123,-0.0221,0.00599,0.026,0
16.2,-0.00905,-0.0242,0.00599,0.0266,0
16.2,-0.0112,-0.0221,0.00599,0.0255,0
16.2,-0.0112,-0.021,0.00706,0.0248,0
16.2,-0.0133,-0.02,0.00599,0.0247,0
16.2,-0.0144,-0.0189,0.00706,0.0248,0
16.2,-0.0154,-0.0168,0.00812,0.0242,0
16.2,-0.0165,-0.0157,0.00706,0.0239,0
16.2,-0.0197,-0.0146,0.00493,0.025,0
16.2,-0.0197,-0.0125,0.00493,0.0239,0
16.2,-0.0218,-0.0125,0.00386,0.0255,0
16.2,-0.024,-0.0104,0.0028,0.0263,0
16.2,-0.025,-0.0115,0.000666,0.0275,0
16.2,-0.0272,-0.0115,-0.00146,0.0295,0
16.2,-0.0272,-0.0125,-0.00253,0.03,0
16.2,-0.0304,-0.0115,-0.00253,0.0325,0
16.2,-0.0293,-0.0125,-0.00573,0.0324,0
16.2,-0.0293,-0.0115,-0.00679,0.0322,0
16.2,-0.0304,-0.0104,-0.00679,0.0328,0
16.2,-0.0272,-0.0115,-0.00892,0.0308,0
16.2,-0.025,-0.0115,-0.00892,0.0289,0
16.2,-0.0261,-0.0125,-0.00999,0.0306,0
16.2,-0.024,-0.0115,-0.00999,0.0284,0
16.2,-0.0218,-0.0125,-0.00999,0.0271,0
16.2,-0.0218,-0.0125,-0.00786,0.0264,0
16.2,-0.0197,-0.0136,-0.00892,0.0255,0
16.2,-0.0186,-0.0125,-0.00786,0.0238,0
16.2,-0.0154,-0.0125,-0.00679,0.021,0
16.2,-0.0154,-0.0136,-0.00679,0.0217,0
16.2,-0.0133,-0.0157,-0.00573,0.0214,0
16.2,-0.0133,-0.0157,-0.00573,0.0214,0
16.2,-0.0123,-0.0178,-0.00679,0.0227,0
16.2,-0.0101,-0.0178,-0.00573,0.0213,0
16.2,-0.0101,-0.0178,-0.00573,0.0213,0
16.2,-0.00799,-0.02,-0.00466,0.022,0
16.2,-0.0101,-0.021,-0.0036,0.0236,0
16.2,-0.00799,-0.0189,-0.00466,0.021,0
16.2,-0.00905,-0.0178,-0.0036,0.0203,0
16.2,-0.00692,-0.02,-0.00253,0.0213,0
16.2,-0.00905,-0.02,-0.00146,0.022,0
16.2,-0.0101,-0.0178,-0.00146,0.0206,0
16.2,-0.00905,-0.0178,-0.000399,0.02,0
16.2,-0.0101,-0.0178,-0.000399,0.0205,0
16.2,-0.00905,-0.0168,-0.000399,0.0191,0
16.3,-0.0112,-0.0168,0.000666,0.0202,0
16.3,-0.0101,-0.0157,0.000666,0.0187,0
16.3,-0.00905,-0.0157,0.00173,0.0182,0
16.3,-0.00905,-0.0125,0.0028,0.0157,0
16.3,-0.00799,-0.00932,0.00386,0.0129,0
16.3,-0.00692,-0.00719,0.00386,0.0107,0
16.3,-0.00586,-0.00399,0.00493,0.00863,0
16.3,-0.00479,-0.00293,0.00386,0.00682,0
16.3,-0.00266,0.000266,0.00493,0.00561,0
16.3,-0.00266,0.00133,0.00493,0.00576,0
16.3,-0.000533,0.00346,0.00493,0.00604,0
16.3,-0.000533,0.00559,0.00706,0.00902,0
16.3,-0.0016,0.00666,0.00493,0.00844,0
16.3,0.0016,0.00559,0.00599,0.00835,0
16.3,0.00266,0.00559,0.00493,0.00791,0
16.3,0.00479,0.00879,0.00599,0.0117,0
16.3,0.00692,0.00879,0.00599,0.0127,0
16.3,0.00905,0.00666,0.00493,0.0123,0
16.3,0.0123,0.00453,0.00493,0.014,0
16.3,0.0144,0.00666,0.00599,0.0169,0
16.3,0.0176,0.00346,0.00599,0.0189,0
16.3,0.0208,0.0024,0.00493,0.0215,0
16.3,0.0218,0.00133,0.00493,0.0224,0
16.3,0.024,0.0024,0.00493,0.0246,0
16.3,0.025,0.000266,0.00599,0.0257,0
16.3,0.0272,-0.000799,0.00386,0.0274,0
16.3,0.0282,-0.00186,0.00599,0.0289,0
16.3,0.0293,-0.00186,0.00493,0.0298,0
16.3,0.0293,-0.00186,0.00173,0.0294,0
16.3,0.0282,-0.00399,0.0028,0.0286,0
16.3,0.0261,0.000266,0.000666,0.0261,0
16.3,0.0282,0.00133,-0.00146,0.0283,0
16.3,0.0261,0.00453,-0.00146,0.0265,0
16.3,0.025,0.00772,-0.00466,0.0266,0
16.3,0.0261,0.00879,-0.0036,0.0278,0
16.3,0.024,0.00879,-0.00573,0.0262,0
16.3,0.025,0.00985,-0.00466,0.0273,0
16.3,0.0229,0.00985,-0.00786,0.0261,0
16.3,0.0229,0.00985,-0.00786,0.0261,0
16.3,0.0229,0.012,-0.00786,0.027,0
16.3,0.0229,0.00985,-0.00999,0.0269,0
16.3,0.0218,0.00666,-0.0111,0.0254,0
16.3,0.0218,0.00453,-0.0111,0.0249,0
16.3,0.0197,0.00453,-0.0111,0.023,0
16.3,0.0208,0.0024,-0.00999,0.0232,0
16.3,0.0208,-0.000799,-0.0111,0.0235,0
16.3,0.0165,-0.000799,-0.0111,0.0199,0
16.3,0.0154,-0.000799,-0.00999,0.0184,0
16.3,0.0133,-0.000799,-0.0111,0.0173,0
16.3,0.0123,0.000266,-0.0111,0.0165,0
16.4,0.00799,0.000266,-0.00999,0.0128,0
16.4,0.00692,0.000266,-0.00999,0.0122,0
16.4,0.00266,0.000266,-0.00786,0.0083,0
16.4,-0.000533,0.00133,-0.00573,0.0059,0
16.4,-0.00266,0.000266,-0.00573,0.00632,0
16.4,-0.00692,0.00133,-0.00466,0.00845,0
16.4,-0.0101,0.000266,-0.00146,0.0102,0
16.4,-0.0123,-0.000799,-0.00253,0.0125,0
16.4,-0.0144,0.000266,-0.00146,0.0145,0
16.4,-0.0154,-0.00293,-0.000399,0.0157,0
16.4,-0.0165,0.000266,0.000666,0.0165,0
16.4,-0.0176,-0.00186,0.00173,0.0178,0
16.4,-0.0165,0.0024,0.000666,0.0167,0
16.4,-0.0154,0.00346,0.00173,0.0159,0
16.4,-0.0144,0.0024,0.00173,0.0147,0
16.4,-0.0154,0.0024,0.000666,0.0156,0
16.4,-0.0112,0.00559,0.00173,0.0126,0
16.4,-0.0101,0.00453,0.00173,0.0112,0
16.4,-0.0101,0.00559,0.00173,0.0117,0
16.4,-0.00586,0.00879,0.00173,0.0107,0
16.4,-0.00479,0.00985,0.0028,0.0113,0
16.4,-0.00266,0.0109,0.0028,0.0116,0
16.4,-0.000533,0.0141,0.00386,0.0146,0
16.4,0.00266,0.0162,0.0028,0.0167,0
16.4,0.00586,0.0205,0.00173,0.0214,0
16.4,0.00692,0.0205,0.00173,0.0217,0
16.4,0.00905,0.0205,0.0028,0.0226,0
16.4,0.0123,0.0216,0.00173,0.0249,0
16.4,0.0112,0.0237,0.000666,0.0262,0
16.4,0.0123,0.0248,0.000666,0.0276,0
16.4,0.0123,0.0258,0.00173,0.0286,0
16.4,0.0123,0.0237,-0.000399,0.0267,0
16.4,0.0123,0.0226,-0.000399,0.0257,0
16.4,0.00905,0.0226,-0.00146,0.0244,0
16.4,0.0112,0.0226,0.00173,0.0253,0
16.4,0.0101,0.0205,0.000666,0.0229,0
16.4,0.00799,0.0205,0.000666,0.022,0
16.4,0.00799,0.0184,0.0028,0.0202,0
16.4,0.00479,0.0173,0.00173,0.018,0
16.4,0.00586,0.012,0.0028,0.0136,0
16.4,0.00373,0.0109,0.0028,0.0119,0
16.4,0.00266,0.00772,0.0028,0.00863,0
16.4,0.000533,0.00666,0.00173,0.0069,0
16.4,-0.000533,0.00559,-0.000399,0.00563,0
16.4,-0.00373,0.0024,0.00173,0.00476,0
